city_id,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
135,new norfolk,75,AU,1570153841,47,-42.78,147.06,287.15,5.1
136,margate,75,AU,1570153858,47,-43.03,147.26,287.15,5.1
137,esik,75,KZ,1570153859,81,43.36,77.47,280.15,2.52
138,san matias,0,BO,1570153860,60,-16.36,-58.4,301.026,5.29
139,mizdah,0,LY,1570153860,79,31.45,12.98,289.616,3.98
140,bluff,0,AU,1570153657,22,-23.58,149.07,301.086,6.19
141,avera,1,US,1570153787,61,33.19,-82.53,303.15,1.5
142,timra,45,SE,1570153585,89,62.49,17.33,274.15,2.6
143,jamestown,92,AU,1570153866,22,-33.21,138.6,304.456,7.81
144,hithadhoo,81,MV,1570153796,79,-0.6,73.08,301.016,6.56
145,xuddur,3,SO,1570153867,81,4.12,43.89,296.216,4.13
146,sistranda,20,NO,1570153869,69,63.73,8.83,277.15,6.7
147,gamba,0,CN,1570153869,61,28.28,88.52,276.486,1.7
148,nara,20,JP,1570153871,61,34.68,135.8,300.15,8.2
149,bilma,0,NE,1570153769,11,18.69,12.92,302.086,4.15
150,ugoofaaru,100,MV,1570153871,73,5.67,73.0,300.886,3.27
151,honiara,90,SB,1570153854,79,-9.43,159.96,303.15,3.1
152,tres coracoes,0,BR,1570153872,75,-21.7,-45.25,289.016,2.4
153,nantucket,90,US,1570153588,87,41.28,-70.1,285.93,4.6
154,yerbogachen,100,RU,1570153840,96,61.28,108.01,276.916,3.41
155,upernavik,92,GL,1570153743,76,72.79,-56.15,276.206,3.36
156,luanda,100,AO,1570153876,88,-8.83,13.24,295.556,5.15
157,gimli,0,CA,1570153737,78,50.63,-96.99,280.37,1.34
158,leningradskiy,100,RU,1570153877,93,69.38,178.42,273.646,7.17
159,antofagasta,90,CL,1570153879,82,-23.65,-70.4,286.15,7.2
160,olinda,75,AU,1570153710,58,-37.84,145.39,289.26,2.6
161,rocha,100,UY,1570153880,91,-34.48,-54.34,284.746,3.69
162,kununurra,2,AU,1570153881,36,-15.77,128.74,306.15,2.6
163,kirakira,83,SB,1570153881,69,-10.46,161.92,301.576,2.29
164,jiuquan,62,CN,1570153882,57,39.73,98.49,281.766,7.69
165,praia da vitoria,20,PT,1570153883,88,38.73,-27.07,293.15,9.69
166,synya,100,RU,1570153885,83,65.37,58.04,273.996,5.87
167,vila velha,75,BR,1570153885,74,-3.71,-38.6,300.15,6.2
168,sivaki,0,RU,1570153887,31,52.63,126.75,281.226,3.27
169,maceio,40,BR,1570153888,88,-9.67,-35.74,297.15,4.1
170,dikson,100,RU,1570153840,91,73.51,80.55,270.706,10.09
171,poum,100,MK,1570153598,91,41.28,20.71,283.536,1.75
172,dolores,52,UY,1570153889,74,-33.53,-58.22,288.71,3.58
173,itarema,11,BR,1570153647,85,-2.92,-39.92,297.756,4.07
174,jawhar,50,IN,1570153890,86,19.91,73.23,298.996,0.52
175,sao jose da coroa grande,21,BR,1570153891,93,-8.9,-35.15,294.556,2.45
176,laguna,40,BZ,1570153685,83,16.17,-88.94,301.15,0.27
177,kavaratti,78,IN,1570153707,72,10.57,72.64,300.826,1.99
178,pinhao,24,BR,1570153892,99,-25.7,-51.66,289.746,1.59
179,nabire,72,ID,1570153893,55,-3.36,135.5,303.876,1.25
180,moron,91,HT,1570153783,78,18.56,-74.26,300.376,0.52
181,tawang,12,BT,1570153894,63,27.59,91.87,291.436,1.51
182,birjand,0,IR,1570153895,31,32.86,59.22,282.15,4.1
183,kamenka,100,MD,1570153817,82,48.03,28.7,283.696,6.9
184,barrow,100,AR,1570153896,64,-38.31,-60.23,279.426,4.57
185,comodoro rivadavia,0,AR,1570153896,66,-45.87,-67.48,282.15,5.08
186,shushenskoye,0,RU,1570153897,80,53.33,91.95,272.15,1.0
187,tilichiki,0,RU,1570153845,73,60.47,166.1,271.636,2.09
188,khandbari,99,NP,1570153899,78,27.38,87.21,288.296,1.58
189,berlevag,92,NO,1570153676,74,70.86,29.09,277.636,6.7
190,sola,0,TZ,1570153901,62,-3.17,33.8,292.856,4.44
191,maniitsoq,11,GL,1570153885,60,65.42,-52.9,277.726,3.32
192,sitka,96,US,1570153736,60,37.17,-99.65,286.566,4.81
193,rio verde de mato grosso,90,BR,1570153905,61,-18.92,-54.84,300.046,0.99
194,tsevie,20,TG,1570153907,94,6.43,1.21,298.15,2.6
195,te anau,100,NZ,1570153907,85,-45.41,167.72,281.176,4.24
196,cabatuan,68,PH,1570153907,74,16.95,121.67,300.386,1.43
197,zilair,50,RU,1570153908,63,52.23,57.44,280.066,1.62
198,coquimbo,75,CL,1570153909,81,-29.95,-71.34,285.15,4.1
199,lamar,75,US,1570153740,50,38.09,-102.62,287.15,7.2
200,mehamn,100,NO,1570153909,86,71.03,27.85,275.266,4.88
201,geraldton,90,CA,1570153910,74,49.72,-86.95,275.15,3.6
202,copala,0,MX,1570153911,73,16.61,-98.97,301.226,1.94
203,state college,90,US,1570153855,100,40.79,-77.86,292.15,2.37
204,nome,1,US,1570153773,78,30.04,-94.42,301.48,3.1
205,zhicheng,100,CN,1570153913,78,35.04,112.59,293.506,2.02
206,tasiilaq,100,GL,1570153629,93,65.61,-37.64,277.15,14.4
207,concordia,100,AR,1570153913,89,-31.4,-58.02,288.15,2.68
208,udachnyy,90,RU,1570153914,100,66.42,112.4,269.15,2.0
209,richards bay,46,ZA,1570153754,85,-28.77,32.06,294.106,7.92
210,bambous virieux,16,MU,1570153738,65,-20.34,57.76,295.37,0.45
211,karratha,0,AU,1570153702,16,-20.74,116.85,308.226,9.55
212,havre-saint-pierre,90,CA,1570153840,60,50.23,-63.6,277.15,1.5
213,victor harbor,0,AU,1570153917,26,-35.55,138.62,300.37,9.3
214,pangnirtung,0,CA,1570153903,72,66.15,-65.72,268.766,2.04
215,vetrni,90,CZ,1570153919,93,48.77,14.29,278.71,1.0
216,lobito,82,AO,1570153919,87,-12.35,13.55,294.206,2.64
217,tres arroyos,100,AR,1570153920,64,-38.38,-60.28,279.426,4.57
218,viedma,100,AR,1570153790,59,-40.81,-62.99,285.93,8.05
219,alora,20,ZA,1570153921,82,-33.94,18.67,288.71,3.6
220,ust-nera,48,RU,1570153924,62,64.57,143.24,263.546,1.87
221,la ronge,40,CA,1570153712,65,55.1,-105.3,281.15,2.6
222,mount gambier,90,AU,1570153863,81,-37.83,140.78,285.15,2.6
223,hailar,0,CN,1570153926,25,49.2,119.7,281.196,4.31
224,chokurdakh,100,RU,1570153864,91,70.62,147.9,270.876,9.19
225,ginir,68,ET,1570153928,88,7.14,40.71,286.506,1.37
226,cherskiy,100,RU,1570153929,87,68.75,161.3,269.916,1.96
227,buri,81,BR,1570153930,81,-23.8,-48.6,288.076,4.28
228,freeport,0,BS,1570153758,75,26.54,-78.7,299.996,4.83
229,hokitika,100,NZ,1570153932,75,-42.72,170.96,284.036,2.06
230,silver city,75,US,1570153932,49,32.77,-108.28,297.04,2.6
231,kotelnikovo,97,RU,1570153933,90,47.63,43.14,289.226,7.01
232,mbarara,58,UG,1570153935,75,-0.61,30.65,290.226,0.85
233,abu dhabi,0,AE,1570153875,74,24.47,54.37,304.15,2.1
234,la quinta,1,US,1570153938,12,33.68,-116.3,305.15,5.7
235,carnarvon,0,ZA,1570153938,51,-30.97,22.13,278.366,0.91
236,kiama,75,AU,1570153939,68,-34.67,150.86,297.59,7.7
237,nevers,90,FR,1570153939,81,46.99,3.16,285.15,4.1
238,korop,100,UA,1570153940,92,51.57,32.95,283.886,5.0
239,hofn,100,IS,1570153658,99,64.25,-15.21,272.876,2.63
240,muisne,100,EC,1570153942,86,0.61,-80.02,296.656,6.56
241,kinsale,75,IE,1570153942,76,51.71,-8.52,285.15,10.8
242,georgiyevka,16,RU,1570153944,84,52.25,40.45,285.636,5.19
243,dukat,100,AL,1570153945,85,40.25,19.57,291.086,1.52
244,saint-pierre,100,FR,1570153755,87,48.95,4.24,283.15,5.1
245,severo-yeniseyskiy,97,RU,1570153947,81,60.37,93.04,277.306,6.45
246,neftcala,11,AZ,1570153948,78,39.37,49.25,291.016,1.06
247,namie,75,JP,1570153949,88,37.52,140.86,295.15,5.7
248,caronport,0,CA,1570153949,82,50.46,-105.81,280.37,1.34
249,hirara,40,JP,1570153950,74,24.8,125.28,301.15,4.6
250,raudeberg,0,NO,1570153950,53,61.99,5.14,283.15,6.7
251,sault sainte marie,90,CA,1570153951,93,46.49,-84.36,280.15,2.6
252,batagay-alyta,100,RU,1570153952,72,67.8,130.41,262.046,1.95
253,moba,35,CD,1570153953,67,-7.04,29.77,292.766,2.82
254,byron bay,0,AU,1570153721,56,-28.65,153.62,301.15,7.7
255,nikolskoye,90,RU,1570153954,86,59.7,30.79,277.15,3.0
256,amzya,92,RU,1570153954,93,56.24,54.39,283.296,3.63
257,alofi,97,NU,1570153955,83,-19.06,-169.92,298.15,6.2
258,acapulco,40,MX,1570153955,78,16.86,-99.88,300.15,1.4
259,kyren,0,RU,1570153956,63,51.68,102.13,273.996,1.53
260,sabang,1,PH,1570153876,81,13.8,121.11,302.04,1.34
261,vanimo,79,PG,1570153956,66,-2.67,141.3,301.456,0.95
262,usinsk,98,RU,1570153957,96,66.0,57.56,273.966,10.72
263,coihaique,0,CL,1570153877,60,-45.58,-72.07,279.15,1.5
264,guasdualito,75,VE,1570153958,100,7.24,-70.73,296.15,2.1
265,svetlogorsk,20,RU,1570153959,70,53.14,59.15,281.15,3.0
266,luocheng,0,CN,1570153960,33,28.29,114.55,305.956,1.74
267,tigzirt,2,DZ,1570153724,73,36.57,4.2,286.696,0.54
268,newport,99,GB,1570153684,82,51.59,-3.0,287.59,7.2
269,watsa,0,CD,1570153966,97,3.04,29.53,290.046,0.78
270,sorland,0,NO,1570153966,57,67.67,12.69,279.476,5.49
271,perigueux,0,FR,1570153967,93,45.18,0.72,285.37,2.6
272,sim,12,BR,1570153967,98,-12.25,-38.93,293.276,1.36
273,hojai,22,IN,1570153968,80,26.0,92.85,299.946,0.78
274,xianyang,90,CN,1570153969,93,34.31,108.72,294.26,3.0
275,coahuayana,92,MX,1570153970,91,18.62,-100.35,295.716,1.18
276,pidhorodne,40,UA,1570153970,93,48.57,35.1,285.15,3.0
277,kruisfontein,20,ZA,1570153971,87,-34.0,24.73,283.416,1.61
278,tessalit,0,ML,1570153972,10,20.2,1.01,303.086,4.85
279,bilibino,84,RU,1570153972,94,68.06,166.44,261.756,1.26
280,libreville,20,GA,1570153972,83,0.39,9.45,299.15,3.1
281,takeo,40,JP,1570153974,65,33.2,130.02,304.82,3.6
282,berezovyy,0,RU,1570153974,28,51.67,135.7,281.536,0.94
283,pevek,100,RU,1570153975,74,69.7,170.27,273.456,8.34
284,smithers,90,CA,1570153950,93,54.78,-127.17,281.15,1.0
285,puerto escondido,90,MX,1570153977,65,15.86,-97.07,298.15,2.1
286,vardo,90,US,1570153977,88,39.62,-77.74,295.93,0.79
287,amapa,75,HN,1570153733,88,15.09,-87.97,299.15,1.0
288,rondonopolis,57,BR,1570153979,71,-16.46,-54.64,297.536,0.82
289,mitchelstown,75,IE,1570153979,76,52.27,-8.27,287.15,10.8
290,allapalli,78,IN,1570153980,84,19.43,80.06,299.886,0.3
291,la primavera,41,AR,1570153981,47,-32.92,-68.67,286.15,6.7
292,ostrovnoy,99,RU,1570153982,85,68.05,39.51,273.606,4.85
293,gushikawa,20,JP,1570153984,70,26.35,127.87,302.15,5.7
294,robat karim,40,IR,1570153984,34,35.49,51.08,293.15,2.1
295,along,9,IN,1570153986,66,28.17,94.8,292.676,1.92
296,wakkanai,75,JP,1570153986,87,45.41,141.67,286.15,8.7
297,varzea da palma,0,BR,1570153780,54,-17.6,-44.73,296.156,2.55
298,praya,20,ID,1570153792,58,-8.71,116.27,303.15,5.1
299,tiksi,100,RU,1570153921,87,71.64,128.87,269.126,11.95
300,keetmanshoop,0,NA,1570153989,52,-26.57,18.15,289.15,4.1
301,college,90,US,1570153910,100,64.86,-147.8,279.15,0.97
302,ambon,90,FR,1570153991,100,47.55,-2.56,289.15,3.6
303,gwadar,100,PK,1570153992,77,25.12,62.33,300.916,2.55
304,paamiut,100,GL,1570153993,69,61.99,-49.67,279.116,4.65
305,czersk,38,PL,1570153993,10,53.8,17.98,280.93,1.54
306,colombo,20,BR,1570153995,87,-25.29,-49.22,289.26,3.6
307,gravelbourg,42,CA,1570153995,71,49.88,-106.56,280.586,6.92
308,flin flon,19,CA,1570153996,85,54.77,-101.88,276.936,2.66
309,atar,12,MR,1570153952,17,20.52,-13.05,303.416,5.35
310,lata,91,IN,1570153997,67,30.78,78.62,277.276,2.08
311,ancud,0,CL,1570153897,81,-41.87,-73.83,279.15,3.6
312,ha giang,95,VN,1570153999,83,22.83,104.99,294.696,1.25
313,isangel,75,VU,1570153999,57,-19.55,169.27,299.15,6.2
314,dwarka,40,IN,1570154000,88,28.58,77.04,300.93,2.1
315,ahipara,0,NZ,1570154000,72,-35.17,173.16,292.59,0.89
316,andapa,48,MG,1570154001,96,-14.66,49.65,289.466,1.13
317,camacha,40,PT,1570154001,77,33.08,-16.33,294.15,2.1
318,san policarpo,2,PH,1570154003,61,12.18,125.51,303.376,2.92
319,mufulira,2,ZM,1570154005,91,-12.55,28.24,288.546,2.34
320,lakes entrance,100,AU,1570154006,60,-37.88,147.99,291.48,1.79
321,barraute,75,CA,1570154006,93,48.43,-77.63,276.15,3.6
322,evensk,3,RU,1570153731,33,61.92,159.24,274.666,1.38
